Unix Time,Price
1668556800000,1350000
1668560400000,1294000
1668564000000,1295000
1668567600000,1349000
1668571200000,1600000
1668574800000,1320000
1668578400000,1300000
1668582000000,1347000
1668585600000,1347000
1668589200000,1260000
1668592800000,1347000
1668596400000,1500000
1668600000000,1500000
1668603600000,1423000
1668607200000,1381000
1668610800000,1396000
1668614400000,1365000
1668618000000,1490000
1668625200000,1369000
1668628800000,1450000
1668632400000,1320000
1668636000000,1295000
1668639600000,1320000
