Unix Time,Price
1663804800000,2336333
1663891200000,2514537
1663977600000,2620853
1664064000000,2521732
1664150400000,1674308
1664236800000,1642974
1664323200000,1501350
1664409600000,1488341
1664496000000,1442955
1664582400000,1623510
1664668800000,1757607
1664755200000,1746586
1664841600000,1757169
1664928000000,1751263
1665014400000,1734020
1665100800000,1671670
1665187200000,1585119
1665273600000,1537206
1665360000000,1553367
1665446400000,1631043
1665532800000,1588026
1665619200000,1528775
1665705600000,1462345
1665792000000,1522475
1665878400000,1479017
1665964800000,1501632
1666051200000,1585178
1666137600000,1656051
1666224000000,1643899
1666310400000,1631042
1666396800000,1634462
1666483200000,1628613
1666569600000,1669109
1666656000000,1692950
1666742400000,1706185
1666828800000,1773756
1666915200000,1785739
1667001600000,1727102
1667088000000,1730046
1667174400000,1720706
1667260800000,1729916
1667347200000,1715602
1667433600000,1687137
1667520000000,1668397
1667606400000,1566974
1667692800000,1461214
1667779200000,1471746
1667865600000,1443786
1667952000000,1408331
1668038400000,1369231
1668124800000,1339009
1668211200000,1256347
1668297600000,1235229
1668384000000,1171686
1668470400000,1237068
1668556800000,1273144
