Unix Time,Price
1668556800000,242600
1668560400000,242400
1668564000000,239400
1668567600000,235800
1668571200000,232600
1668574800000,238200
1668578400000,232000
1668582000000,244000
1668585600000,241400
1668589200000,241800
1668592800000,245200
1668596400000,232200
1668600000000,229800
1668603600000,240500
1668607200000,242000
1668610800000,238800
1668614400000,234000
1668618000000,233800
1668621600000,229800
1668625200000,221800
1668628800000,223800
1668632400000,227000
1668636000000,223400
1668639600000,224200
