Unix Time,Price
1668560400000,346000
1668564000000,346000
1668567600000,346000
1668571200000,346000
1668574800000,340000
1668578400000,320000
1668582000000,329000
1668585600000,296000
1668589200000,285000
1668592800000,286000
1668596400000,290000
1668600000000,290000
1668603600000,280000
1668607200000,293000
1668610800000,289000
1668614400000,289000
1668618000000,272000
1668621600000,267000
1668625200000,280000
1668632400000,278000
1668636000000,271000
1668639600000,278000
