Unix Time,Price
1668556800000,398750
1668560400000,393200
1668564000000,380600
1668567600000,379400
1668571200000,385750
1668574800000,390600
1668578400000,392400
1668582000000,393250
1668585600000,394500
1668589200000,397400
1668592800000,395250
1668596400000,389800
1668600000000,393400
1668603600000,390000
1668607200000,384500
1668610800000,379400
1668614400000,367000
1668618000000,341250
1668621600000,339000
1668625200000,336750
1668628800000,331000
1668632400000,310600
1668636000000,303800
1668639600000,315600
