Unix Time,Price
1663804800000,0
1663891200000,0
1663977600000,0
1664064000000,0
1664150400000,0
1664236800000,0
1664323200000,0
1664409600000,0
1664496000000,0
1664582400000,0
1664668800000,0
1664755200000,13966333
1664841600000,13174300
1664928000000,13999500
1665014400000,14595667
1665100800000,14387500
1665187200000,14500000
1665273600000,14625385
1665360000000,14428571
1665446400000,14250000
1665532800000,0
1665619200000,14999500
1665705600000,14999000
1665792000000,14916923
1665878400000,14038462
1665964800000,14771381
1666051200000,14590727
1666137600000,14748750
1666224000000,14962500
1666310400000,14875407
1666396800000,14491821
1666483200000,14553414
1666569600000,13663034
1666656000000,14055321
1666742400000,14290241
1666828800000,13932111
1666915200000,13171387
1667001600000,12354357
1667088000000,12556269
1667174400000,12221704
1667260800000,12593448
1667347200000,12890156
1667433600000,13358931
1667520000000,13268069
1667606400000,12268333
1667692800000,11807355
1667779200000,11871469
1667865600000,11929091
1667952000000,11190323
1668038400000,11191261
1668124800000,10689308
1668211200000,10079000
1668297600000,10355862
1668384000000,9566667
1668470400000,10212310
1668556800000,9845500
