Unix Time,Price
1668556800000,2374500
1668560400000,2399000
1668564000000,2399000
1668567600000,2384500
1668571200000,2390000
1668574800000,2340000
1668578400000,2430000
1668582000000,2360000
1668585600000,2335000
1668589200000,2445000
1668592800000,2335000
1668596400000,2445000
1668600000000,2445000
1668603600000,2400000
1668607200000,2417000
1668610800000,2400000
1668614400000,2399000
1668618000000,2499000
1668621600000,2370000
1668625200000,3420000
1668632400000,2599000
1668636000000,2599000
1668639600000,2599000
