Unix Time,Price
1668556800000,2372000
1668560400000,2396000
1668564000000,2420800
1668567600000,2430600
1668571200000,2392000
1668574800000,2395800
1668578400000,2390400
1668582000000,2357800
1668585600000,2343800
1668589200000,2340400
1668592800000,2410200
1668596400000,2384600
1668600000000,2379400
1668603600000,2368200
1668607200000,2340000
1668610800000,2386000
1668614400000,2450600
1668618000000,2445600
1668621600000,2461200
1668625200000,2529600
1668628800000,2554800
1668632400000,2537250
1668636000000,2556000
1668639600000,2537600
