Unix Time,Price
1663804800000,0
1663891200000,0
1663977600000,0
1664064000000,0
1664150400000,0
1664236800000,4475923
1664323200000,3190452
1664409600000,3104167
1664496000000,3201205
1664582400000,3280462
1664668800000,3280571
1664755200000,3518579
1664841600000,3516797
1664928000000,3548145
1665014400000,3460778
1665100800000,3327450
1665187200000,3169802
1665273600000,2981912
1665360000000,2943616
1665446400000,2944653
1665532800000,2837050
1665619200000,2754328
1665705600000,2629782
1665792000000,2616008
1665878400000,2582672
1665964800000,2535042
1666051200000,2632551
1666137600000,2687891
1666224000000,2712975
1666310400000,2671933
1666396800000,2713890
1666483200000,2708891
1666569600000,2731622
1666656000000,2772941
1666742400000,2833050
1666828800000,2826882
1666915200000,2835538
1667001600000,2774462
1667088000000,2776817
1667174400000,2779277
1667260800000,2810782
1667347200000,2819571
1667433600000,2834885
1667520000000,2775759
1667606400000,2666070
1667692800000,2556233
1667779200000,2496407
1667865600000,2502846
1667952000000,2522042
1668038400000,2490684
1668124800000,2369278
1668211200000,2387265
1668297600000,2374890
1668384000000,2331217
1668470400000,2359325
1668556800000,2423492
