Unix Time,Price
1663804800000,0
1663891200000,648667
1663977600000,801643
1664064000000,764000
1664150400000,741794
1664236800000,0
1664323200000,0
1664409600000,0
1664496000000,0
1664582400000,0
1664668800000,0
1664755200000,1434400
1664841600000,1526750
1664928000000,1708182
1665014400000,1502417
1665100800000,1342667
1665187200000,1343167
1665273600000,1287462
1665360000000,1277000
1665446400000,1238810
1665532800000,1266952
1665619200000,1251818
1665705600000,1371190
1665792000000,1057000
1665878400000,1039200
1665964800000,1070148
1666051200000,1207038
1666137600000,1238077
1666224000000,1217280
1666310400000,1125407
1666396800000,1106069
1666483200000,1092107
1666569600000,1064897
1666656000000,1075700
1666742400000,1081750
1666828800000,1064667
1666915200000,1044133
1667001600000,1024379
1667088000000,1032222
1667174400000,1008000
1667260800000,999161
1667347200000,981938
1667433600000,942424
1667520000000,900133
1667606400000,765656
1667692800000,720100
1667779200000,722375
1667865600000,696710
1667952000000,693226
1668038400000,658828
1668124800000,625154
1668211200000,595765
1668297600000,565567
1668384000000,560233
1668470400000,533452
1668556800000,608741
