Unix Time,Price
1663804800000,0
1663891200000,698314
1663977600000,588311
1664064000000,690912
1664150400000,972552
1664236800000,1611313
1664323200000,1580889
1664409600000,1611000
1664496000000,1520200
1664582400000,1518250
1664668800000,1536074
1664755200000,1586346
1664841600000,1670833
1664928000000,1711389
1665014400000,1692813
1665100800000,1630353
1665187200000,1575389
1665273600000,1577476
1665360000000,1615421
1665446400000,1629278
1665532800000,1600176
1665619200000,1529605
1665705600000,1447659
1665792000000,1433114
1665878400000,1432302
1665964800000,1447896
1666051200000,1473556
1666137600000,1495080
1666224000000,1494978
1666310400000,1501868
1666396800000,1518444
1666483200000,1518491
1666569600000,1531510
1666656000000,1576643
1666742400000,1606243
1666828800000,1617891
1666915200000,1614754
1667001600000,1597810
1667088000000,1584796
1667174400000,1582827
1667260800000,1591364
1667347200000,1563387
1667433600000,1541000
1667520000000,1485869
1667606400000,1325703
1667692800000,1269234
1667779200000,1240606
1667865600000,1241228
1667952000000,1207198
1668038400000,1173621
1668124800000,1200407
1668211200000,1193797
1668297600000,1156898
1668384000000,1108710
1668470400000,1118090
1668556800000,1186729
