Unix Time,Price
1668556800000,1134667
1668560400000,1134500
1668564000000,1136000
1668567600000,1140500
1668571200000,1124667
1668574800000,1127667
1668578400000,1119000
1668582000000,1139667
1668585600000,1139667
1668589200000,1124200
1668592800000,1132500
1668596400000,1139600
1668600000000,1149667
1668603600000,1170667
1668607200000,1183250
1668610800000,1284500
1668614400000,1259000
1668618000000,1240500
1668621600000,1228333
1668625200000,1228000
1668628800000,1252000
1668632400000,1284333
1668636000000,1269000
1668639600000,1244000
