Unix Time,Price
1663804800000,0
1663891200000,28100
1663977600000,29172
1664064000000,33438
1664150400000,38606
1664236800000,61302
1664323200000,71847
1664409600000,77313
1664496000000,74367
1664582400000,88286
1664668800000,112138
1664755200000,129500
1664841600000,135722
1664928000000,138071
1665014400000,138700
1665100800000,131875
1665187200000,97675
1665273600000,86696
1665360000000,84975
1665446400000,85129
1665532800000,73257
1665619200000,69029
1665705600000,70758
1665792000000,62684
1665878400000,65430
1665964800000,63525
1666051200000,63486
1666137600000,60444
1666224000000,62841
1666310400000,68646
1666396800000,63000
1666483200000,60765
1666569600000,61219
1666656000000,61017
1666742400000,60790
1666828800000,58138
1666915200000,55781
1667001600000,51612
1667088000000,48702
1667174400000,49362
1667260800000,47843
1667347200000,49175
1667433600000,49568
1667520000000,48896
1667606400000,48864
1667692800000,52514
1667779200000,51793
1667865600000,52037
1667952000000,46422
1668038400000,44308
1668124800000,43348
1668211200000,39547
1668297600000,42411
1668384000000,50500
1668470400000,53290
1668556800000,57429
