Unix Time,Price
1668556800000,1822000
1668560400000,1819000
1668564000000,1823667
1668567600000,1797800
1668571200000,1791200
1668574800000,1805400
1668578400000,1823500
1668582000000,1816600
1668585600000,1831833
1668589200000,1827200
1668592800000,1829000
1668596400000,1841200
1668600000000,1886400
1668603600000,1892000
1668607200000,1925667
1668610800000,1976400
1668614400000,1979167
1668618000000,1974400
1668621600000,1960400
1668625200000,1965000
1668628800000,2063000
1668632400000,2074500
1668636000000,2048400
1668639600000,2000200
