Unix Time,Price
1666742400000,2952400
1666828800000,2847596
1666915200000,2604486
1667001600000,2293465
1667088000000,2204478
1667174400000,2192764
1667260800000,2290500
1667347200000,2294553
1667433600000,2216286
1667520000000,2174590
1667606400000,1962629
1667692800000,1920041
1667779200000,1913860
1667865600000,1934712
1667952000000,1906639
1668038400000,1884347
1668124800000,1888532
1668211200000,1876280
1668297600000,1869034
1668384000000,1758533
1668470400000,1785780
1668556800000,1899210
