Unix Time,Price
1668556800000,2727400
1668560400000,2717000
1668564000000,2726000
1668567600000,2701400
1668571200000,2683200
1668574800000,2689000
1668578400000,2686000
1668582000000,2666800
1668585600000,2654000
1668589200000,2689000
1668592800000,2708000
1668596400000,2700000
1668600000000,2702200
1668603600000,2717400
1668607200000,2701800
1668610800000,2708000
1668614400000,2728000
1668618000000,2904600
1668621600000,2867600
1668625200000,2899400
1668628800000,2889000
1668632400000,2918400
1668636000000,2969400
1668639600000,2919600
