Unix Time,Price
1663804800000,0
1663891200000,0
1663977600000,0
1664064000000,0
1664150400000,0
1664236800000,0
1664323200000,0
1664409600000,0
1664496000000,0
1664582400000,0
1664668800000,0
1664755200000,4755000
1664841600000,4508385
1664928000000,4641000
1665014400000,4672636
1665100800000,4232800
1665187200000,4550833
1665273600000,3990308
1665360000000,4021923
1665446400000,4026190
1665532800000,4714750
1665619200000,4546850
1665705600000,4687619
1665792000000,4386333
1665878400000,4001792
1665964800000,3896037
1666051200000,3740630
1666137600000,3832080
1666224000000,3985920
1666310400000,3793704
1666396800000,4771609
1666483200000,5131750
1666569600000,4160931
1666656000000,4130828
1666742400000,3998000
1666828800000,4050115
1666915200000,4145679
1667001600000,4127357
1667088000000,4353130
1667174400000,4355714
1667260800000,4517733
1667347200000,4509258
1667433600000,4423100
1667520000000,4097167
1667606400000,3921000
1667692800000,3826933
1667779200000,3837844
1667865600000,3811067
1667952000000,3800633
1668038400000,3766103
1668124800000,3705042
1668211200000,3691576
1668297600000,3406107
1668384000000,3365100
1668470400000,3389548
1668556800000,3539769
