Unix Time,Price
1668556800000,2850000
1668560400000,2850000
1668564000000,2830000
1668567600000,2830000
1668571200000,2850000
1668574800000,2800000
1668578400000,2850000
1668582000000,2850000
1668585600000,2850000
1668592800000,2875000
1668596400000,2875000
1668600000000,2850000
1668603600000,2837500
1668607200000,2850000
1668614400000,2850000
1668618000000,2850000
1668625200000,2898000
1668628800000,2898000
1668632400000,3500000
1668636000000,3199000
1668639600000,3400000
