Unix Time,Price
1663804800000,0
1663891200000,873000
1663977600000,873000
1664064000000,863667
1664150400000,0
1664236800000,0
1664323200000,0
1664409600000,0
1664496000000,0
1664582400000,0
1664668800000,0
1664755200000,1533333
1664841600000,1885667
1664928000000,1858727
1665014400000,1894900
1665100800000,1773182
1665187200000,1779167
1665273600000,1779000
1665360000000,1789231
1665446400000,1815619
1665532800000,1751364
1665619200000,1832286
1665705600000,1725952
1665792000000,1867000
1665878400000,1603320
1665964800000,1954231
1666051200000,1919895
1666137600000,1904167
1666224000000,1832167
1666310400000,1735889
1666396800000,1861000
1666483200000,1773704
1666569600000,1691310
1666656000000,1739690
1666742400000,1704500
1666828800000,1619269
1666915200000,1778667
1667001600000,1576379
1667088000000,1588143
1667174400000,1554893
1667260800000,1530800
1667347200000,1510935
1667433600000,1481645
1667520000000,1418067
1667606400000,1342677
1667692800000,1289267
1667779200000,1336323
1667865600000,1297161
1667952000000,1204310
1668038400000,1189310
1668124800000,1191538
1668211200000,1148594
1668297600000,1052536
1668384000000,1049200
1668470400000,1078733
1668556800000,1149407
