Unix Time,Price
1668556800000,1127500
1668560400000,1139000
1668564000000,1189000
1668567600000,1106000
1668571200000,1121000
1668574800000,1079000
1668578400000,1020000
1668582000000,1120000
1668585600000,1075000
1668589200000,1075000
1668592800000,1099000
1668596400000,1065000
1668600000000,1100000
1668603600000,1120000
1668607200000,1120000
1668610800000,1141000
1668618000000,1141000
1668621600000,1141000
1668625200000,1141000
1668628800000,1500000
1668632400000,1449000
1668636000000,1327000
1668639600000,1320000
