Unix Time,Price
1668556800000,151200
1668560400000,149800
1668564000000,150000
1668567600000,149600
1668571200000,150600
1668574800000,153000
1668578400000,148600
1668582000000,155000
1668585600000,154400
1668589200000,150800
1668592800000,151200
1668596400000,155200
1668600000000,157800
1668603600000,158400
1668607200000,158400
1668610800000,156200
1668614400000,145600
1668618000000,142500
1668621600000,151500
1668625200000,148000
1668628800000,151600
1668632400000,151600
1668636000000,148400
1668639600000,144600
