Unix Time,Price
1665014400000,0
1665100800000,719629
1665187200000,610208
1665273600000,522695
1665360000000,510564
1665446400000,527279
1665532800000,496902
1665619200000,418986
1665705600000,419310
1665792000000,473063
1665878400000,502429
1665964800000,525197
1666051200000,527619
1666137600000,529966
1666224000000,543723
1666310400000,539286
1666396800000,551454
1666483200000,563672
1666569600000,595521
1666656000000,614000
1666742400000,631000
1666828800000,630050
1666915200000,656126
1667001600000,681488
1667088000000,685036
1667174400000,687975
1667260800000,699537
1667347200000,701870
1667433600000,699000
1667520000000,683081
1667606400000,614496
1667692800000,585344
1667779200000,575715
1667865600000,586627
1667952000000,531427
1668038400000,502520
1668124800000,497893
1668211200000,492803
1668297600000,495615
1668384000000,471395
1668470400000,462339
1668556800000,448483
