Unix Time,Price
1665014400000,0
1665100800000,735111
1665187200000,656115
1665273600000,566286
1665360000000,535313
1665446400000,563667
1665532800000,548950
1665619200000,489233
1665705600000,453480
1665792000000,511565
1665878400000,558333
1665964800000,576538
1666051200000,579923
1666137600000,579179
1666224000000,572960
1666310400000,569750
1666396800000,579517
1666483200000,592690
1666569600000,615821
1666656000000,658109
1666742400000,697273
1666828800000,697207
1666915200000,727941
1667001600000,751719
1667088000000,749679
1667174400000,745828
1667260800000,727875
1667347200000,765108
1667433600000,771919
1667520000000,770710
1667606400000,702556
1667692800000,665410
1667779200000,641514
1667865600000,643667
1667952000000,585576
1668038400000,537816
1668124800000,548903
1668211200000,549303
1668297600000,571645
1668384000000,563710
1668470400000,581032
1668556800000,565286
