Unix Time,Price
1668556800000,468200
1668560400000,468600
1668564000000,472200
1668567600000,468200
1668571200000,473000
1668574800000,452200
1668578400000,454000
1668582000000,449400
1668585600000,451600
1668589200000,457600
1668592800000,459200
1668596400000,463200
1668600000000,466600
1668603600000,468000
1668607200000,460400
1668610800000,445400
1668614400000,425600
1668618000000,408200
1668621600000,397600
1668625200000,417400
1668628800000,432200
1668632400000,427400
1668636000000,438500
1668639600000,431000
