Unix Time,Price
1663804800000,1667500
1663891200000,1570731
1663977600000,1121944
1664064000000,1066902
1664150400000,911515
1664236800000,862300
1664323200000,874976
1664409600000,988150
1664496000000,945047
1664582400000,932192
1664668800000,954618
1664755200000,998310
1664841600000,1077052
1664928000000,1098909
1665014400000,1080101
1665100800000,992426
1665187200000,911980
1665273600000,908703
1665360000000,907404
1665446400000,927975
1665532800000,914610
1665619200000,885874
1665705600000,872908
1665792000000,870966
1665878400000,874758
1665964800000,886669
1666051200000,917432
1666137600000,919479
1666224000000,937178
1666310400000,957653
1666396800000,941160
1666483200000,932286
1666569600000,940143
1666656000000,974731
1666742400000,993775
1666828800000,1007720
1666915200000,1034593
1667001600000,1005367
1667088000000,997927
1667174400000,992286
1667260800000,997765
1667347200000,1001390
1667433600000,998154
1667520000000,1002365
1667606400000,931339
1667692800000,835602
1667779200000,800661
1667865600000,797319
1667952000000,768153
1668038400000,724161
1668124800000,702491
1668211200000,648839
1668297600000,646120
1668384000000,596169
1668470400000,606873
1668556800000,647593
