Unix Time,Price
1668560400000,1700000
1668564000000,1050000
1668567600000,1700000
1668571200000,1700000
1668574800000,750500
1668578400000,560000
1668582000000,509000
1668585600000,509000
1668589200000,510000
1668592800000,478000
1668596400000,470000
1668600000000,464000
1668603600000,515000
1668607200000,500000
1668610800000,510000
1668614400000,495000
1668618000000,485000
1668621600000,475000
1668628800000,490000
1668632400000,455000
1668636000000,492000
1668639600000,470000
