Unix Time,Price
1668556800000,669800
1668560400000,681800
1668564000000,676200
1668567600000,673000
1668571200000,681600
1668574800000,673000
1668578400000,670000
1668582000000,667600
1668585600000,652000
1668589200000,637250
1668592800000,634400
1668596400000,637800
1668600000000,645400
1668603600000,654800
1668607200000,657400
1668610800000,644400
1668614400000,645000
1668618000000,651800
1668621600000,655400
1668625200000,657200
1668628800000,647800
1668632400000,643600
1668636000000,661400
1668639600000,665600
