Unix Time,Price
1668556800000,60167
1668560400000,61250
1668564000000,61083
1668567600000,61917
1668571200000,61917
1668574800000,63333
1668578400000,62833
1668582000000,62583
1668585600000,62917
1668589200000,62667
1668592800000,62417
1668596400000,61583
1668600000000,61917
1668603600000,62250
1668607200000,60667
1668610800000,60100
1668614400000,61000
1668618000000,61417
1668621600000,59200
1668625200000,59583
1668628800000,59583
1668632400000,59583
1668636000000,59333
1668639600000,59000
