Unix Time,Price
1668556800000,2075000
1668560400000,2148000
1668564000000,2148000
1668567600000,2148000
1668571200000,2148000
1668574800000,2148000
1668578400000,2129500
1668582000000,2075000
1668585600000,2120000
1668589200000,2111000
1668592800000,3000000
1668596400000,2077500
1668600000000,2060000
1668603600000,2030000
1668607200000,2070000
1668610800000,6000000
1668618000000,2125000
1668625200000,2260000
1668628800000,2450000
1668632400000,2600000
1668636000000,2180000
1668639600000,2143000
