Unix Time,Price
1668556800000,1992400
1668560400000,2007800
1668564000000,1975000
1668567600000,2002000
1668571200000,1975000
1668574800000,1989600
1668578400000,1927800
1668582000000,1903000
1668585600000,1966600
1668589200000,1944600
1668592800000,1927600
1668596400000,1989200
1668600000000,1967800
1668603600000,1957600
1668607200000,1963000
1668610800000,2090200
1668614400000,2118000
1668618000000,2098800
1668621600000,2102400
1668625200000,2514250
1668628800000,2209200
1668632400000,2147200
1668636000000,2132800
1668639600000,2106400
