Unix Time,Price
1668556800000,1776200
1668560400000,1766000
1668564000000,1742400
1668567600000,1714000
1668571200000,1751000
1668574800000,1786600
1668578400000,1818800
1668582000000,1813000
1668585600000,1782000
1668589200000,1769200
1668592800000,1796500
1668596400000,1797600
1668600000000,1795000
1668603600000,1788000
1668607200000,1755000
1668610800000,1736400
1668614400000,1693600
1668618000000,1685200
1668621600000,1684400
1668625200000,1712200
1668628800000,1736600
1668632400000,1714250
1668636000000,1723000
1668639600000,1718800
