Unix Time,Price
1668556800000,325600
1668560400000,324400
1668564000000,333000
1668567600000,337600
1668571200000,330800
1668574800000,329000
1668578400000,329600
1668582000000,321600
1668585600000,314800
1668589200000,336200
1668592800000,338400
1668596400000,334800
1668600000000,338750
1668603600000,329750
1668607200000,325500
1668610800000,316800
1668614400000,327200
1668618000000,325600
1668621600000,334200
1668625200000,329000
1668628800000,335800
1668632400000,335200
1668636000000,363000
1668639600000,354500
