Unix Time,Price
1668556800000,479000
1668560400000,460000
1668564000000,442000
1668567600000,429000
1668571200000,435000
1668574800000,410000
1668578400000,400000
1668582000000,435000
1668585600000,425000
1668589200000,420000
1668592800000,410000
1668596400000,435000
1668600000000,430000
1668603600000,398000
1668607200000,385000
1668610800000,435000
1668614400000,425000
1668618000000,428000
1668621600000,424000
1668625200000,461000
1668632400000,440000
1668636000000,425000
1668639600000,420000
