Unix Time,Price
1664323200000,570939
1664409600000,499578
1664496000000,420697
1664582400000,442925
1664668800000,456495
1664755200000,478693
1664841600000,501022
1664928000000,517787
1665014400000,489345
1665100800000,457873
1665187200000,453175
1665273600000,451722
1665360000000,468784
1665446400000,462649
1665532800000,456395
1665619200000,452125
1665705600000,463000
1665792000000,494306
1665878400000,510112
1665964800000,531966
1666051200000,541153
1666137600000,547067
1666224000000,572664
1666310400000,578235
1666396800000,588126
1666483200000,601193
1666569600000,591706
1666656000000,608168
1666742400000,607200
1666828800000,594874
1666915200000,597627
1667001600000,596117
1667088000000,591261
1667174400000,596551
1667260800000,609462
1667347200000,609336
1667433600000,609724
1667520000000,624543
1667606400000,588426
1667692800000,563771
1667779200000,537771
1667865600000,523874
1667952000000,444629
1668038400000,392148
1668124800000,399175
1668211200000,369364
1668297600000,369379
1668384000000,356875
1668470400000,367703
1668556800000,378664
