Unix Time,Price
1668556800000,794333
1668560400000,796833
1668564000000,801167
1668567600000,810500
1668571200000,794833
1668574800000,784167
1668578400000,799833
1668582000000,806667
1668585600000,811167
1668589200000,815500
1668592800000,815333
1668596400000,812667
1668600000000,829667
1668603600000,840000
1668607200000,849167
1668610800000,847333
1668614400000,851833
1668618000000,869833
1668621600000,848333
1668625200000,842833
1668628800000,843333
1668632400000,834500
1668636000000,836833
1668639600000,833000
