Unix Time,Price
1663804800000,6000000
1663891200000,5876923
1663977600000,5966667
1664064000000,5700000
1664150400000,4049583
1664236800000,3668179
1664323200000,2394405
1664409600000,2378524
1664496000000,2308432
1664582400000,2292385
1664668800000,2466143
1664755200000,2803339
1664841600000,3389967
1664928000000,3301500
1665014400000,3011990
1665100800000,2851170
1665187200000,2700703
1665273600000,2526549
1665360000000,2559010
1665446400000,2602393
1665532800000,2686815
1665619200000,2682933
1665705600000,2633756
1665792000000,2511358
1665878400000,2568966
1665964800000,2714849
1666051200000,2766067
1666137600000,2993424
1666224000000,3048899
1666310400000,3030076
1666396800000,3061361
1666483200000,3038303
1666569600000,3030403
1666656000000,3180504
1666742400000,3258613
1666828800000,3338395
1666915200000,3317169
1667001600000,3207983
1667088000000,3157000
1667174400000,3175874
1667260800000,3224143
1667347200000,3275695
1667433600000,3142220
1667520000000,3087287
1667606400000,2955224
1667692800000,2894060
1667779200000,2945881
1667865600000,3073110
1667952000000,3062359
1668038400000,3032805
1668124800000,2920741
1668211200000,2938610
1668297600000,2927462
1668384000000,2917288
1668470400000,2917619
