Unix Time,Price
1668556800000,1890000
1668560400000,1890000
1668564000000,1975000
1668567600000,1940000
1668571200000,1905000
1668574800000,1880000
1668578400000,1860000
1668582000000,1820000
1668585600000,1825000
1668589200000,1820000
1668592800000,1894000
1668596400000,1850000
1668600000000,1800000
1668603600000,1739500
1668607200000,1675000
1668610800000,1603667
1668614400000,1492000
1668618000000,1542000
1668621600000,1520000
1668625200000,1487500
1668628800000,1537000
1668632400000,1588000
1668636000000,1546667
1668639600000,1547500
