Unix Time,Price
1665705600000,0
1665792000000,1943867
1665878400000,1701219
1665964800000,1641341
1666051200000,1687690
1666137600000,1666741
1666224000000,1629400
1666310400000,1626130
1666396800000,1543298
1666483200000,1520225
1666569600000,1531733
1666656000000,1597500
1666742400000,1622612
1666828800000,1669590
1666915200000,1688959
1667001600000,1684790
1667088000000,1693874
1667174400000,1738941
1667260800000,1770158
1667347200000,1776758
1667433600000,1763703
1667520000000,1699137
1667606400000,1614619
1667692800000,1575050
1667779200000,1544840
1667865600000,1544541
1667952000000,1496738
1668038400000,1467888
1668124800000,1461966
1668211200000,1528051
1668297600000,1505392
1668384000000,1498050
1668470400000,1492992
1668556800000,1354008
